submitted_name,normalized_name,proposed_formula,matched_existing_object,match_type,ev_state,hold_kind,failure_class,final_disposition,blocker_subtype,residual_home,confidence,source,note,object_type,evidence_state,blocker_id,owner
Miraging far Clipper,miragingfarclipper,,same-formula-row,formula-identity,alias,alias,,A,,,high,PB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Miraging far Osis,miragingfarosis,,same-formula-row,formula-identity,alias,alias,,A,,,high,PB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Miraging Gyro Toe (Jughandle),miraginggyrotoejughandle,,same-formula-row,formula-identity,alias,alias,ambiguous-terminal-mechanic,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Miraging Swirl (Swifter),miragingswirlswifter,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Moshing Butterfly (Cripwalk),moshingbutterflycripwalk,,same-formula-row,formula-identity,alias,alias,unknown-modifier-token,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Nemosis,nemosis,,same-formula-row,formula-identity,alias,alias,folk-name-opacity,A,,,high,PB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Neutron (Atomic spin),neutronatomicspin,,same-formula-row,formula-identity,alias,alias,folk-name-opacity,A,,,high,FB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Neutron DLO (Cataclysm),neutrondlocataclysm,,same-formula-row,formula-identity,alias,alias,folk-name-opacity,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Neutron Smasher / Johny Quest,neutronsmasherjohnyquest,,same-formula-row,formula-identity,alias,alias,folk-name-opacity,A,,,high,FM,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Nobius,nobius,,same-formula-row,formula-identity,alias,alias,folk-name-opacity,A,,,high,FM,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Nuclear Symposium DLO (Oh Wheely),nuclearsymposiumdloohwheely,,same-formula-row,formula-identity,alias,alias,compression-ambiguity,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Orpheus,orpheus,,same-formula-row,formula-identity,alias,alias,folk-name-opacity,A,,,high,FM,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Paradon Flapper (Ricochet),paradonflapperricochet,,same-formula-row,formula-identity,alias,alias,unknown-modifier-token,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Paradon Osis (Ocean),paradonosisocean,,same-formula-row,formula-identity,alias,alias,ambiguous-terminal-mechanic,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Paradox Drifter XBD Rake (Snowflake),paradoxdrifterxbdrakesnowflake,,same-formula-row,formula-identity,alias,alias,ambiguous-terminal-mechanic,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Paradox Miraging Symposium Mirage (Voodoo),paradoxmiragingsymposiummiragevoodoo,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pdx DLO,pdxdlo,,same-formula-row,formula-identity,alias,alias,,A,,,high,FM,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pdx Illusion,pdxillusion,,same-formula-row,formula-identity,alias,alias,,A,,,high,FM,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pdx Symp Whirl,pdxsympwhirl,,same-formula-row,formula-identity,alias,alias,,A,,,high,PB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pdx Whirling Swirl,pdxwhirlingswirl,,same-formula-row,formula-identity,alias,alias,,A,,,high,FM,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Peeking (double spinning),peekingdoublespinning,,same-formula-row,formula-identity,alias,alias,folk-name-opacity,A,,,high,FB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Phasing Dyno (Downward Spiral),phasingdynodownwardspiral,,same-formula-row,formula-identity,alias,alias,unknown-modifier-token,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Phasing Mirage (Phase),phasingmiragephase,,same-formula-row,formula-identity,alias,alias,unknown-modifier-token,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Phasing Osis (Spiral),phasingosisspiral,,same-formula-row,formula-identity,alias,alias,unknown-modifier-token,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Phasing ss Swirl (Frankenstein),phasingssswirlfrankenstein,,same-formula-row,formula-identity,alias,alias,unknown-modifier-token,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie Butterfly Reverse Swirl (Dimwalk Reverse Swirl),pixiebutterflyreverseswirldimwalkreverseswirl,,same-formula-row,formula-identity,alias,alias,ambiguous-terminal-mechanic,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie Butterfly Swivel (Dimwalk Swivel),pixiebutterflyswiveldimwalkswivel,,same-formula-row,formula-identity,alias,alias,unknown-modifier-token,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie Butterfly XBD Rake (Dimwalk Rake),pixiebutterflyxbdrakedimwalkrake,,same-formula-row,formula-identity,alias,alias,ambiguous-terminal-mechanic,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie Ducking Butterfly XBD Rake (Phoenix Rake),pixieduckingbutterflyxbdrakephoenixrake,,same-formula-row,formula-identity,alias,alias,ambiguous-terminal-mechanic,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie Ducking far DLO,pixieduckingfardlo,,same-formula-row,formula-identity,alias,alias,,A,,,high,PB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie Ducking Spinning Toe (Wahnsinn),pixieduckingspinningtoewahnsinn,,same-formula-row,formula-identity,alias,alias,ambiguous-terminal-mechanic,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie far DLO,pixiefardlo,,same-formula-row,formula-identity,alias,alias,,A,,,high,PB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie far Eggbeater,pixiefareggbeater,,same-formula-row,formula-identity,alias,alias,,A,,,high,PB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie far Legover,pixiefarlegover,,same-formula-row,formula-identity,alias,alias,,A,,,high,PB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie far Pickup,pixiefarpickup,,same-formula-row,formula-identity,alias,alias,,A,,,high,PB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie Gyro Torque (Pixie Mobius),pixiegyrotorquepixiemobius,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie Miraging Butterfly (Yoda),pixiemiragingbutterflyyoda,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie near Legover,pixienearlegover,,same-formula-row,formula-identity,alias,alias,,A,,,high,PB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie op Toe / Toe ss Mirage,pixieoptoetoessmirage,,same-formula-row,formula-identity,alias,alias,,A,,,high,PB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie Spinning Blender (Overlord),pixiespinningblenderoverlord,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie Spinning PS Whirl (Blue Widow),pixiespinningpswhirlbluewidow,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie Spinning Whirl (Slapstick),pixiespinningwhirlslapstick,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie ss Barrage,pixiessbarrage,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie ss Blender,pixiessblender,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie ss Butterfly Swirl (Park Walk Swirl),pixiessbutterflyswirlparkwalkswirl,,same-formula-row,formula-identity,alias,alias,ambiguous-terminal-mechanic,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie ss DLO,pixiessdlo,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie ss Double Over Down,pixiessdoubleoverdown,,same-formula-row,formula-identity,alias,alias,,A,,,high,FM,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie ss Drifter (Catacomb),pixiessdriftercatacomb,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie ss Dyno,pixiessdyno,,same-formula-row,formula-identity,alias,alias,,A,,,high,FM,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie ss Dyno (Majello),pixiessdynomajello,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie ss Eggbeater,pixiesseggbeater,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie ss Flail,pixiessflail,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie ss Legover (Magellan),pixiesslegovermagellan,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie ss Osis,pixiessosis,,same-formula-row,formula-identity,alias,alias,,A,,,high,FM,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie ss Osis (Maverick),pixiessosismaverick,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie ss Pickup,pixiesspickup,,same-formula-row,formula-identity,alias,alias,,A,,,high,PB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie ss Swirl,pixiessswirl,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie ss Symposium Eggbeater,pixiesssymposiumeggbeater,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie ss Symposium Mirage,pixiesssymposiummirage,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie ss Torque,pixiesstorque,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie ss Whirl,pixiesswhirl,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie Wonton Butterfly (Wookie),pixiewontonbutterflywookie,,same-formula-row,formula-identity,alias,alias,unknown-modifier-token,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Pixie XBD Rake (Swerve),pixiexbdrakeswerve,,same-formula-row,formula-identity,alias,alias,unknown-modifier-token,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
PLO (Pixie Legover) / Toe ss DLO,plopixielegovertoessdlo,,same-formula-row,formula-identity,alias,alias,folk-name-opacity,A,,,high,PB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
PS Mirage,psmirage,,same-formula-row,formula-identity,alias,alias,,A,,,high,FM,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Quantum far Butterfly,quantumfarbutterfly,,same-formula-row,formula-identity,alias,alias,,A,,,high,PB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Quantum far Mirage,quantumfarmirage,,same-formula-row,formula-identity,alias,alias,,A,,,high,PB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Quantum far Torque,quantumfartorque,,same-formula-row,formula-identity,alias,alias,,A,,,high,PB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Quantum near Butterfly,quantumnearbutterfly,,same-formula-row,formula-identity,alias,alias,,A,,,high,PB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Quasi Butterfly (Paradox Ripwalk),quasibutterflyparadoxripwalk,,same-formula-row,formula-identity,alias,alias,unknown-modifier-token,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Quasi Illusion (Paradox Blizzard),quasiillusionparadoxblizzard,,same-formula-row,formula-identity,alias,alias,unknown-modifier-token,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Quasi Mirage (Paradox Blur),quasimirageparadoxblur,,same-formula-row,formula-identity,alias,alias,unknown-modifier-token,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Quasi Symposium Whirl (Paratoxic),quasisymposiumwhirlparatoxic,,same-formula-row,formula-identity,alias,alias,unknown-modifier-token,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Rasmus / Skullsmasher,rasmusskullsmasher,,same-formula-row,formula-identity,alias,alias,folk-name-opacity,A,,,high,FM,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Reverse Swirling Dragon (Snapdragon),reverseswirlingdragonsnapdragon,,same-formula-row,formula-identity,alias,alias,ambiguous-terminal-mechanic,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Reverse Whirling Osis (Dyno),reversewhirlingosisdyno,,same-formula-row,formula-identity,alias,alias,,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
S&M Smasher (Atomic Barrage),smsmasheratomicbarrage,,same-formula-row,formula-identity,alias,alias,folk-name-opacity,A,,,high,FB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Sailing ss Butterfly (Sail Down),sailingssbutterflysaildown,,same-formula-row,formula-identity,alias,alias,ambiguous-terminal-mechanic,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Sailing ss DLO (Fracture),sailingssdlofracture,,same-formula-row,formula-identity,alias,alias,unknown-modifier-token,A,,,high,SG,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Sasquatch / Warlock,sasquatchwarlock,,same-formula-row,formula-identity,alias,alias,folk-name-opacity,A,,,high,FM,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Scattered (Reverse Whirling),scatteredreversewhirling,,same-formula-row,formula-identity,alias,alias,folk-name-opacity,A,,,high,FB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Shattered (Reverse Whirling),shatteredreversewhirling,,same-formula-row,formula-identity,alias,alias,folk-name-opacity,A,,,high,FB,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
Shmoe,shmoe,,same-formula-row,formula-identity,alias,alias,folk-name-opacity,A,,,high,FM,section=folk intake=alias,complete-trick,compositional-name-only,,mechanical
