canonical_slug,canonical_display_name,frontier_tier,frontier_failures,recommended_action,raw_source_count,source_family_count,source_families,source_systems,in_canonical_db,canonical_publication_status,canonical_official_add,canonical_has_notation,canonical_has_op_notation,notation_source_count,notation_canonical,notation_fm,notation_fborg,notation_passback,notation_stanford,notation_internal_ts,parser_status,per_family_add_claims,add_claim_min,add_claim_max,add_claim_spread,doctrine_divergence_tier,composite_modifier_flag
atom-smasher,atom smasher,2_curator_review,divergence_large,curator_review_single_filter,5,4,"canonical,fm,passback,stanford","canonical_db,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,4,0,0,3,,TOE > OP OUT [DEX] > OP IN [DEX] > OP TOE [DEL],,Atomic far Mirage,Z-0.-1-Z,,parser-clean,canonical=4;fm=3;passback=2;stanford=4,2,4,2,large,0
atomic-butterfly,atomic butterfly,2_curator_review,divergence_large,curator_review_single_filter,5,4,"canonical,fborg,passback,stanford","canonical_db,fborg_text,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,4,0,0,3,,,TOE > OP OUT [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],Atomic far Butterfly,Z-0.-0-X,,parser-clean,canonical=4;fborg=4;passback=2;stanford=4,2,4,2,large,0
big-apple,big apple,2_curator_review,divergence_large,curator_review_single_filter,5,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus",1,canonical_active,6,1,0,4,GYRO SYMPOSIUM TORQUE,Clip >> (back) Spin (BOD) > (no plant while) Same In (DEX)(BOD) > (back) Spin (BOD) > Op Clip (XBD)(DEL),,"Spinning near Symp. Torque, Symp. Mobius",X.\+!1/-X,,parser-clean,canonical=6;fm=6;passback=1;stanford=6,1,6,5,large,0
bladerunner,,2_curator_review,divergence_large,curator_review_single_filter,5,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,tracked_names_ts",0,,,0,0,3,,Toe > Op Out (DEX) >> Op Out (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),,Atomic far Eggbeater,,Atomic far Eggbeater,no-stanford,fm=5;internal_ts=3;passback=3,3,5,2,large,0
bling-blang,,2_curator_review,divergence_large,curator_review_single_filter,5,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,tracked_names_ts",0,,,0,0,3,,Clip > Op Front Whirl (DEX) >> Same Back Swirl (DEX) > Op Clip (XBD)(DEL),,(uptime) Whirling near Whip,,(uptime) Whirling near Whip,no-stanford,fm=4;internal_ts=2;passback=2,2,4,2,large,0
blurrier,,2_curator_review,divergence_large,curator_review_single_filter,5,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,tracked_names_ts",0,,,0,0,3,,Clip > Op In (DEX) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),,Stepping near Double Down,,Stepping near Double Down,no-stanford,fm=5;internal_ts=3;passback=3,3,5,2,large,0
chainsaw-massacre,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip >> Op Out (DEX) >> (no plant while) Op Out (DEX)(XDEX)(PDX)(BOD) > Op Out (DEX) > Same Toe (DEL),,"(downtime) Illusioning Symp. Illusioning Legover, (downtime) Illusioning Symp. Eggbeater",X.-0-!0-0+Z,Clip >> Op Out (DEX) >> (no plant while) Op Out (DEX)(XDEX)(PDX)(BOD) > Op Out (DEX) > Same Toe (DEL),parser-clean,fm=7;passback=3;stanford=7,3,7,4,large,0
dada-curve,dada curve,2_curator_review,divergence_large,curator_review_single_filter,5,3,"canonical,fm,passback","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links",1,canonical_active,4,0,0,2,,Set >> Op In (DEX) > (no plant while) Op Out (DEX) > Op Clip (XBD)(DEL),,(downtime) Miraging far Symp. Butterfly,,,no-stanford,canonical=4;fm=4;passback=2,2,4,2,large,0
dolomite,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe >> (no plant while) Op Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),,Toe far Symp. Double Down,Z.-!0+0-X,Toe >> (no plant while) Op Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),parser-clean,fm=5;passback=2;stanford=5,2,5,3,large,0
ego,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe > Op Out (DEX) >> Duck (BOD) >> Op Front Whirl (DEX)(XDEX) > Op Clip (XBD)(DEL),,Atomic far Blender,Z-0^-1-X,Toe > Op Out (DEX) >> Duck (BOD) >> Op Front Whirl (DEX)(XDEX) > Op Clip (XBD)(DEL),parser-clean,fm=6;passback=2;stanford=6,2,6,4,large,0
fission,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip > Op In (DEX) > Same In (DEX) >> Op Out (DEX)(XDEX)(PDX) > Op Toe (DEL),,Barraging far Illusion,X-1+1.-0-Z,Clip > Op In (DEX) > Same In (DEX) >> Op Out (DEX)(XDEX)(PDX) > Op Toe (DEL),parser-clean,fm=6;passback=3;stanford=5,3,6,3,large,0
gangsta-party,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip >> (back) Spin (BOD) > Duck (BOD) >> Op Front Whirl (DEX)(PDX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),,Spinning Ducking far Blender,X\^-1\+X,Clip >> (back) Spin (BOD) > Duck (BOD) >> Op Front Whirl (DEX)(PDX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),parser-clean,fm=7;passback=1;stanford=7,1,7,6,large,0
genesis,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip > Op In (DEX) > Same In (DEX) >> Op Front Whirl (DEX)(XDEX)(PDX) > Op Clip (XBD)(DEL),,Barraging far Whirl,X-1+1.-1-X,Clip > Op In (DEX) > Same In (DEX) >> Op Front Whirl (DEX)(XDEX)(PDX) > Op Clip (XBD)(DEL),parser-clean,fm=7;passback=3;stanford=6,3,7,4,large,0
grave-digger,grave digger,2_curator_review,divergence_large,curator_review_single_filter,5,3,"canonical,fm,passback","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links",1,canonical_active,5,1,0,3,STEPPING TORQUE,Clip > Op In (DEX) >> Same In (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL),,Stepping near Torque,,,no-stanford,canonical=5;fm=5;passback=2,2,5,3,large,0
grifter,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip >> Op Out (DEX) > Same Clip (XBD)(DEL),,(downtime) Illusioning far Clipper,*.-0+X,Clip >> Op Out (DEX) > Same Clip (XBD)(DEL),parser-clean,fm=3;passback=1;stanford=3,1,3,2,large,0
icarus,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe > Op Out (DEX) >> Duck (BOD) >> Op In (DEX)(XDEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL),,Atomic Ducking far Torque,Z-0^-1/-X,Toe > Op Out (DEX) >> Duck (BOD) >> Op In (DEX)(XDEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL),parser-clean,fm=7;passback=2;stanford=7,2,7,5,large,0
legbreaker,,2_curator_review,divergence_large,curator_review_single_filter,5,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,tracked_names_ts",0,,,0,0,3,,Toe > (no plant while) Op Out (DEX)(BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),,"Flailing far Butterfly, Symp. Atomic far Butterfly",,Flailing far Butterfly,no-stanford,fm=5;internal_ts=2;passback=2,2,5,3,large,0
mantis,mantis,2_curator_review,divergence_large,curator_review_single_filter,5,4,"canonical,fm,passback,stanford","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus",1,canonical_active,4,1,0,4,GYRO EGGBEATER,Clip >> (back) Spin (BOD) >> Same Out (DEX) > Op Out (DEX) > Same Toe (DEL),,Spinning near Eggbeater,X.\+0-0+Z,,parser-clean,canonical=4;fm=4;passback=2;stanford=4,2,4,2,large,0
massacre,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip >> Op Out (DEX) >> (no plant while) Op Out (DEX)(XDEX)(BOD)(PDX) > Op Toe (DEL),,(downtime) Illusioning Flail,X.-0-!0-Z,Clip >> Op Out (DEX) >> (no plant while) Op Out (DEX)(XDEX)(BOD)(PDX) > Op Toe (DEL),parser-clean,fm=6;passback=2;stanford=6,2,6,4,large,0
merlin,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe >> Op In (DEX) > (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL),,(downtime) Miraging Symp.Mirage,Z.-1-!1-Z,Toe >> Op In (DEX) > (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL),parser-clean,fm=5;passback=2;stanford=5,2,5,3,large,0
motion,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe >> Same Out (DEX) >> Same Out (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),,Double Down near Osis,Z.+0+0\+X,Toe >> Same Out (DEX) >> Same Out (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),parser-clean,fm=5;passback=2;stanford=5,2,5,3,large,0
nebula,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip > Op In (DEX) > Same In (DEX) >> Op In (DEX)(XDEX)(PDX) > Op Out (DEX) > Same Toe (DEL),,Barraging far DLO,X-1+1.-1-0+Z,Clip > Op In (DEX) > Same In (DEX) >> Op In (DEX)(XDEX)(PDX) > Op Out (DEX) > Same Toe (DEL),parser-clean,fm=7;passback=4;stanford=6,4,7,3,large,0
parkwalk,parkwalk,2_curator_review,divergence_large,curator_review_single_filter,5,3,"canonical,fm,passback","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links",1,canonical_active,4,1,0,3,PIXIE BUTTERFLY,Toe > Same In (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL),,Pixie near Butterfly,,,no-stanford,canonical=4;fm=4;passback=2,2,4,2,large,0
phobia,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe > Same Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),,"Fairy Mobius, Fairy Gyro Torque",Z+0.\-1/-X,Toe > Same Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),parser-clean,fm=6;passback=2;stanford=6,2,6,4,large,0
pod,,2_curator_review,divergence_large,curator_review_single_filter,5,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,tracked_names_ts",0,,,0,0,3,,Toe > Same In (DEX) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),,"Pixie DOD, Pixie near Double Down",,Pixie DOD,no-stanford,fm=5;internal_ts=3;passback=3,3,5,2,large,0
porque,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe > Same In (DEX) >> Op In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),,Pixie Torque,Z+1.-1/-X,Toe > Same In (DEX) >> Op In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),parser-clean,fm=5;passback=2;stanford=5,2,5,3,large,0
quark,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe > Op In (DEX) >> Op In (DEX)(XDEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),,Quantum far Torque,Z-1.-1/-X,Toe > Op In (DEX) >> Op In (DEX)(XDEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),parser-clean,fm=6;passback=2;stanford=6,2,6,4,large,0
rage,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip > Op In (DEX) > Same In (DEX) >> (no plant while) Op In (DEX)(XDEX)(BOD)(PDX) > Op Toe (DEL),,"BS Fury, (uptime) Baragging far Symp. Mirage",X-1+1.-!1-Z,Clip > Op In (DEX) > Same In (DEX) >> (no plant while) Op In (DEX)(XDEX)(BOD)(PDX) > Op Toe (DEL),parser-clean,fm=7;passback=3;stanford=6,3,7,4,large,0
refraction,refraction,2_curator_review,divergence_large,curator_review_single_filter,5,4,"canonical,fm,passback,stanford","canonical_db,fm_symbolic_grammar,passback_intake,passback_source_links,stanford_corpus",1,canonical_active,3,0,0,3,,SET > OP INSIDE [DEL] > OP OUT [DEX] > OP CLIP [XBD],,Butterfy near Osis,*.-L-0-X,,parser-clean,canonical=3;fm=3;passback=1;stanford=3,1,3,2,large,0
ricochet,,2_curator_review,parser_unclean,curator_review_single_filter,5,4,"fborg,fm,internal_ts,stanford","fborg_insert_staging,fm_inventory,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe >> Op Out (DEX) >> Same Out (DEX) > Op Flapper (XBD)(UNS)(DEL),Toe >> Op Out (DEX) >> Same Out (DEX) > Op Flapper (XBD)(UNS)(DEL),,Z.-0+0-S,Toe >> Op Out (DEX) >> Same Out (DEX) > Op Flapper (XBD)(UNS)(DEL),needs-review,fborg=5;fm=5;stanford=5,5,5,0,none,0
ripcurl,,2_curator_review,divergence_large,curator_review_single_filter,5,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,tracked_names_ts",0,,,0,0,3,,Clip > Op In (DEX) >> Same Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),,"Stepping near Butterfly Swirl, Sidewalk Swirl",,Stepping near Butterfly Swirl,no-stanford,fm=5;internal_ts=2;passback=2,2,5,3,large,0
ripstein,ripstein,2_curator_review,divergence_large,curator_review_single_filter,5,3,"canonical,fm,passback","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links",1,canonical_active,4,1,0,3,RIPSTEIN,Clip >> Same Back Swirl (DEX) >> Same Back Swirl (DEX) > Same Clip (XBD)(DEL),,"double-dex Swirl, Swirling near Swirl",,,no-stanford,canonical=4;fm=4;passback=2,2,4,2,large,0
riptide,,2_curator_review,divergence_large,curator_review_single_filter,5,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,tracked_names_ts",0,,,0,0,3,,Clip > Op In (DEX) >> Op Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),,"Stepping far Butterfly Swirl, Ripwalk Swirl",,Stepping far Butterfly Swirl,no-stanford,fm=5;internal_ts=2;passback=2,2,5,3,large,0
scorpions-tail,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fborg,fm,internal_ts,passback","fborg_insert_staging,fm_inventory,fm_symbolic_grammar,passback_intake,tracked_names_ts",0,,,0,0,4,,Clip >> (back) Spin (BOD) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),Clip >> (back) Spin (BOD) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),Spinning far Double Down,,Clip >> (back) Spin (BOD) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),no-stanford,fborg=5;fm=5;passback=2,2,5,3,large,0
shaft,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip >> (no plant while) Op Out (DEX)(BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL),,"Clipper near Symp. Double Down, Symp. DDD",X.-!0+0-X,Clip >> (no plant while) Op Out (DEX)(BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL),parser-clean,fm=5;passback=2;stanford=5,2,5,3,large,0
shooting-star,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_symbolic_grammar,observational_ts,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],,"Shooting far Double Down, Pogo Nuclear far Double Down",X-1-0.-0+0-X,Shooting far Double Down,parser-clean,fm=7;internal_ts=4;passback=4;stanford=7,4,7,3,large,0
slapdown,,2_curator_review,divergence_large,curator_review_single_filter,5,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,tracked_names_ts",0,,,0,0,3,,Toe > Op In (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL),,Quantum near Butterfly,,Quantum near Butterfly,no-stanford,fm=4;internal_ts=2;passback=2,2,4,2,large,0
spender,spender,2_curator_review,divergence_large,curator_review_single_filter,5,3,"canonical,fm,passback","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links",1,canonical_active,6,1,1,3,CLIP >> (BACK) SPIN [BOD] >> OP FRONT WHIRL [DEX] [PDX] > (BACK) SPIN [BOD] > SAME CLIP [XBD] [DEL],Clip >> (back) Spin (BOD) >> Op Front Whirl (DEX)(PDX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),,Spinning far Blender,,,no-stanford,canonical=6;fm=6;passback=1,1,6,5,large,0
spikehammer,,2_curator_review,divergence_large,curator_review_single_filter,5,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,tracked_names_ts",0,,,0,0,3,,Clip > Op In (DEX) >> Duck (BOD) > Op In (DEX)(PDX) > Op Toe (DEL),,Stepping Ducking Mirage,,Stepping Ducking Mirage,no-stanford,fm=5;internal_ts=2;passback=2,2,5,3,large,0
super-ego,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe > Op Out (DEX) >> Duck (BOD) >> Op Front Whirl (DEX)(XDEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),,Atomic Ducking Blender,Z-0^-1\+X,Toe > Op Out (DEX) >> Duck (BOD) >> Op Front Whirl (DEX)(XDEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),parser-clean,fm=7;passback=2;stanford=7,2,7,5,large,0
superdeeduperfly,,2_curator_review,divergence_large,curator_review_single_filter,5,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,tracked_names_ts",0,,,0,0,3,,Clip >> (back) Spin (BOD) > Duck (BOD) >> (no plant while) Op Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),,"Spinning Ducking Superfly, Alpine Superduperfly",,Spinning Ducking Superfly,no-stanford,fm=7;internal_ts=2;passback=2,2,7,5,large,0
superduperfly,,2_curator_review,divergence_large,curator_review_single_filter,5,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,tracked_names_ts",0,,,0,0,3,,Clip >> (back) Spin (BOD) >> (no plant while) Op Out (DEX)(BOD) > Op Out (DEX) > Op Clip (XBD)(DEL),,Spinning Superfly,,Spinning Superfly,no-stanford,fm=6;internal_ts=2;passback=2,2,6,4,large,0
superfly,superfly,2_curator_review,divergence_large,curator_review_single_filter,5,3,"canonical,fm,passback","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links",1,canonical_active,5,1,0,3,SUPERFLY,Clip >> (no plant while) Same Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL),,Clipper far Symp. Double Down,,,no-stanford,canonical=5;fm=5;passback=2,2,5,3,large,0
swifter,,2_curator_review,divergence_large,curator_review_single_filter,5,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,tracked_names_ts",0,,,0,0,3,,Clip >> Same In (DEX)(PDX) > Same Back Swirl (DEX) > Same Clip (XBD)(DEL),,Stepping far Swirl,,Stepping far Swirl,no-stanford,fm=4;internal_ts=2;passback=2,2,4,2,large,0
swirlwind,,2_curator_review,divergence_large,curator_review_single_filter,5,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,tracked_names_ts",0,,,0,0,3,,Clip >> (back) Spin (BOD) >> (no plant while) Op Front Whirl (DEX)(BOD)(PDX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),,"Spinning far Symp. Whirling Swirl, Whirlwind Swirl",,Spinning far Symp. Whirling Swirl,no-stanford,fm=7;internal_ts=2;passback=2,2,7,5,large,0
tobius,,2_curator_review,divergence_large,curator_review_single_filter,5,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,tracked_names_ts",0,,,0,0,3,,Toe >> (back) Spin (BOD) >> Op In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),,"Toe Mobius, Toe Spinning near Torque",,Toe Mobius,no-stanford,fm=5;internal_ts=1;passback=1,1,5,4,large,0
tombstone,tombstone,2_curator_review,divergence_large,curator_review_single_filter,5,3,"canonical,fm,passback","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links",1,canonical_active,4,1,0,3,STEPPING DRIFTER,Clip > Op In (DEX) >> Same In (DEX) > Same Clip (XBD)(DEL),,Stepping near Drifter,,,no-stanford,canonical=4;fm=4;passback=2,2,4,2,large,0
triage,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe >> Op In (DEX) > Same In (DEX)(XDEX) >> Same In (DEX)(XDEX) > Op Toe (DEL),,triple-dex Mirage,*.-1+1+1-Z,Toe >> Op In (DEX) > Same In (DEX)(XDEX) >> Same In (DEX)(XDEX) > Op Toe (DEL),parser-clean,fm=6;passback=3;stanford=4,3,6,3,large,0
tripwalk,tripwalk,2_curator_review,divergence_large,curator_review_single_filter,5,3,"canonical,fm,passback","canonical_db,fm_inventory,fm_symbolic_grammar,passback_intake,passback_source_links",1,canonical_active,4,1,1,3,TOE > OP IN [DEX] >> OP OUT [DEX] > OP CLIP [XBD] [DEL],Toe > Op In (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),,Quantum far Butterfly,,,no-stanford,canonical=4;fm=4;passback=2,2,4,2,large,0
vertigo,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip >> Duck (BOD) >> Same In (DEX)(PDX) > Same Clip (XBD)(DEL),,Clipper Ducking far Drifter,X^+1+X,Clip >> Duck (BOD) >> Same In (DEX)(PDX) > Same Clip (XBD)(DEL),parser-clean,fm=5;passback=1;stanford=5,1,5,4,large,0
voodoo,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip >> Same In (DEX)(PDX) > (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL),,"Clipper far (downtime) Miraging Symp. Mirage, Pdx. Merlin",X.+1-!1-Z,Clip >> Same In (DEX)(PDX) > (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL),parser-clean,fm=6;passback=2;stanford=6,2,6,4,large,0
warp,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Toe > (no plant while) Op Out (DEX)(BOD) > Op Out (DEX)(XDEX) >> Op In (DEX)(XDEX) > Op Toe (DEL),,"Warping Mirage, (uptime) Symp. Illusioning Illusioning Mirage, (uptime) Symp. Eggbeating Mirage",Z-!0-0.-1-Z,Toe > (no plant while) Op Out (DEX)(BOD) > Op Out (DEX)(XDEX) >> Op In (DEX)(XDEX) > Op Toe (DEL),parser-clean,fm=7;passback=3;stanford=7,3,7,4,large,0
whale-tail,,2_curator_review,divergence_large,curator_review_single_filter,5,4,"fm,internal_ts,passback,stanford","fm_inventory,fm_symbolic_grammar,passback_intake,stanford_corpus,tracked_names_ts",0,,,0,0,4,,Clip > (back) Spin (BOD) > Same In (DEX) >> Op Out (DEX) > Op Toe (DEL),,Gryo DLO,X.\+1-0+Z,Clip > (back) Spin (BOD) > Same In (DEX) >> Op Out (DEX) > Op Toe (DEL),parser-clean,fm=4;passback=2;stanford=4,2,4,2,large,0
whirlwalk,,2_curator_review,divergence_large,curator_review_single_filter,5,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,observational_ts,passback_intake,tracked_names_ts",0,,,0,0,3,,Clip > Front Whirl (DEX) >> Op Front Whirl (DEX)(PDX) > Op Clip (XBD)(DEL),,Whirling far Whirl,,Whirling far Whirl,no-stanford,fm=5;internal_ts=2;passback=2,2,5,3,large,0
atomic-pickup,,2_curator_review,divergence_large,curator_review_single_filter,4,4,"fborg,fm,internal_ts,stanford","fborg_text,fm_symbolic_grammar,stanford_corpus,tracked_names_ts",0,,,0,0,2,,,TOE > OP OUT [DEX] > OP IN [DEX] > SAME TOE [DEL],,Z-0.-1+Z,,parser-clean,fborg=3;fm=5;stanford=3,3,5,2,large,0
barfry,,2_curator_review,divergence_large,curator_review_single_filter,4,3,"fm,internal_ts,passback","fm_inventory,fm_symbolic_grammar,passback_intake,tracked_names_ts",0,,,0,0,3,,Clip > Same Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL),,Nuclear near Butterfly,,Clip > Same Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL),no-stanford,fm=4;passback=2,2,4,2,large,0
