"name","slug","governance_state","issue_type","sources","n_sources","source_adds","in_db","equivalent_to","doctrine_status","publication_status","parse_confidence","add_confidence","family","primary_operator","add_formula","parser_notes","unresolved_questions","provenance_notes","category","ecosystems","parent_family","retired_family","in_db_live","promoted","overlaps_canonical","slug_overlap","name_overlap","alias_overlap","completeness","source_corpus"
"Haze","haze","1 Published Canonical","","footbagmoves","1","4","True","haze (live DB; SCALE-8 pilot; Stepping DLO)","settled","first_class_ready","high","high","clip-multi-dex-toe","stepping","stepping(+1) + DLO(3) --> 4 ADDs (= flurry with mid-plant)","Plant-after-first-dex variant of flurry.","","FB.org 4-ADD confirms 'Haze' (source_adds=4; jobs='CLIP > OP IN [DEX] (plant) > SAME IN [DEX] > OP OUT [DEX] > SAME TOE [DEL]'; component_flags='[dex] [dex] [dex] [del]'); ingested 2026-05-21.","CANONICAL","","legover","","True","True","True","True","True","False","canonical","footbagmoves"
"Head Stall","head-stall","1 Published Canonical","","fborg","1","1","True","","settled","first_class_ready","","high","","unusual-surface","unusual surface(1) --> 1 ADD","Specialized surface stall; pt8 ruled Head/Peak/Shoulder Stalls = 1 ADD each.","","","CANONICAL","","head-stall","yes","True","True","True","True","True","False","canonical","fborg"
"Heel Delay","heel-delay","1 Published Canonical","","fborg","1","2","True","","settled","first_class_ready","","high","","stall","unusual surface(1) + stall(1) --> 2 ADDs","Specialized surface stall on heel.","","","CANONICAL","","","","True","False","True","False","False","True","canonical","fborg"
"heel stall","heel-stall","1 Published Canonical","","ifpa-canonical","1","","True","","","","","","","","","Live canonical row; not present in the observational master corpus.","","","CANONICAL","","heel-stall","yes","True","True","True","True","True","False","canonical","ifpa-canonical"
"High Plains Drifter","high-plains-drifter","1 Published Canonical","","footbagmoves","1","4","True","high-plains-drifter (live DB; clipper-set double-in compound)","settled","first_class_ready","high","high","clip-double-dex-clip","dex","dex(1) + dex(1) + xbody(1) + stall(1) --> 4 ADDs","Clipper-set double-in version of drifter.","","FB.org 4-ADD confirms 'High Plains Drifter' (source_adds=4; jobs='CLIP > OP IN [DEX] > SAME IN [DEX] > SAME CLIP [XBD] [DEL]'; component_flags='[dex] [dex] [xbd] [del]'); ingested 2026-05-21.","CANONICAL","","clipper-stall","yes","True","True","True","True","True","False","canonical","footbagmoves"
"Hop Over","hop-over","1 Published Canonical","","fborg","1","2","True","","settled","candidate","","high","","body","body(1) + stall(1) --> 2 ADDs","Technique-focused 2-ADD body-flying-over-stall trick.","Whether ""Hop Over"" is a canonical trick or an instructional technique alias for a body-over-inside-delay.","","CANONICAL","eclipse-hop-over","hop-over","","True","True","True","True","True","False","canonical","fborg"
"Illusion","illusion","1 Published Canonical","","fborg","1","2","True","illusion (live DB)","settled","first_class_ready","","high","","dex","dex(1) + stall(1) --> 2 ADDs","Canonical 2-ADD foundational atom with explicit Jobs notation in source.","","","CANONICAL","","illusion","","True","True","True","True","True","False","canonical","fborg"
"illusioning","illusioning","1 Published Canonical","","ifpa-canonical","1","","True","","","","","","","","","Live canonical row; not present in the observational master corpus.","","","CANONICAL","","","","True","False","True","True","True","False","canonical","ifpa-canonical"
"Inside Delay","inside-delay","1 Published Canonical","","fborg","1","1","True","","settled","first_class_ready","","high","","stall","stall(1) --> 1 ADD","Foundational stall surface. Asterisk in source indicates video demonstration available.","","","CANONICAL","","","","True","False","True","False","False","True","canonical","fborg"
"inside stall","inside-stall","1 Published Canonical","","ifpa-canonical","1","","True","","","","","","","","","Live canonical row; not present in the observational master corpus.","","","CANONICAL","","inside-stall","yes","True","True","True","True","True","False","canonical","ifpa-canonical"
"Jani Walker","jani-walker","1 Published Canonical","","fborg","1","5","True","jani-walker (live DB; §3.2 stated-ADD-without-stated-structure trio)","settled","first_class_ready","","high","","dex","barraging(+2 two-dex) + butterfly(3) --> 5 ADDs","§3.2 policy-class row (stated ADD, structure via records sort_name = Barraging Butterfly).","","","CANONICAL","","jani-walker","","True","True","True","True","True","False","canonical","fborg"
"Knee Clipper","knee-clipper","1 Published Canonical","","fborg","1","2","True","","settled","candidate","","high","","flying","flying(1) + cross-body(1) --> 2 ADDs","Body-flying clipper variant with knee position.","","","CANONICAL","","knee-clipper","yes","True","True","True","True","True","False","canonical","fborg"
"Knee Delay","knee-delay","1 Published Canonical","","fborg","1","1","True","","settled","first_class_ready","","high","","stall","stall(1) --> 1 ADD","Foundational stall surface.","","","CANONICAL","","","","True","False","True","False","False","True","canonical","fborg"
"knee stall","knee-stall","1 Published Canonical","","ifpa-canonical","1","","True","","","","","","","","","Live canonical row; not present in the observational master corpus.","","","CANONICAL","","knee-stall","yes","True","True","True","True","True","False","canonical","ifpa-canonical"
"Leg Over","leg-over","1 Published Canonical","","fborg","1","2","True","legover (live DB)","settled","first_class_ready","","high","","dex","dex(1) + stall(1) --> 2 ADDs","Canonical 2-ADD foundational atom with explicit Jobs notation in source.","","","CANONICAL","","","","True","False","True","False","False","True","canonical","fborg"
"Legbeater","legbeater","1 Published Canonical","","footbagmoves","1","4","True","atomic-butterfly (live DB; FIRST_CLASS_TIER_2; pt10 demo of non-rotational atomic)","settled","first_class_ready","high","high","toe-double-dex-clip","atomic","atomic(+1) + butterfly(3) --> 4 ADDs","pt10 ruled atomic = +1 (non-rotational); atomic-butterfly = 4 ADD demonstrates the non-rotational atomic bonus directly. Alt name ""Legbeater"" preserved.","","FB.org 4-ADD confirms 'Legbeater' (source_adds=4; jobs='TOE > OP OUT [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL]'; component_flags='[dex] [dex] [xbd] [del]'); ingested 2026-05-21.","CANONICAL","","","","True","False","True","False","False","True","canonical","footbagmoves"
"Legeater","legeater","1 Published Canonical","","footbagmoves","1","3","True","","","","high","","toe-double-dex-toe","","","","","","CANONICAL","","pickup","","True","True","True","True","True","False","canonical","footbagmoves"
"legover","legover","1 Published Canonical","","ifpa-canonical","1","","True","","","","","","","","","Live canonical row; not present in the observational master corpus.","","","CANONICAL","","legover","","True","True","True","True","True","False","canonical","ifpa-canonical"
"Magellan","magellan","1 Published Canonical","","footbagmoves","1","3","True","magellan (live DB; alternate name ""Pixie Same Legover"")","settled","first_class_ready","high","medium","toe-double-dex-toe","pixie","pixie(+1) + same-legover(2) --> 3 ADDs","Pixie modifier with same-side legover. Alternate name preserved.","","FB.org 3-ADD confirms 'Magellan' (source_adds=3; jobs_notation_raw='TOE > SAME IN [DEX] (plant) > SAME OUT [DEX] > SAME TOE [DEL]'; component_flags='[dex] [dex] [del]'); ingested 2026-05-21.","CANONICAL","","legover","","True","True","True","True","True","False","canonical","footbagmoves"
"Mantis","mantis","1 Published Canonical","","footbagmoves","1","4","True","","","","high","","clip-spin-toe","","","","","","CANONICAL","","legover","","True","True","True","True","True","False","canonical","footbagmoves"
"Marius","marius","1 Published Canonical","","footbagmoves","1","6","True","marius (live DB; Spinning Paradox Torque)","settled","first_class_ready","high","high","clip-spin-clip","spinning","spinning(+1) + paradox(+1) + torque(4) --> 6 ADDs","","","FB.org 6-ADD confirms 'Marius' (source_adds=6; jobs='CLIP > (back) SPIN [BOD] > OP IN [PDX] [DEX] > (BACK) SPIN [BOD] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21.","CANONICAL","","","","True","False","True","False","False","True","canonical","footbagmoves"
"Matador","matador","1 Published Canonical","","footbagmoves,passback","2","5","True","","","","high","","clip-double-dex-clip","","","","","","CANONICAL","","butterfly","","True","True","True","True","True","False","canonical","multi"
"Merkon","merkon","1 Published Canonical","","footbagmoves","1","3","True","merkon (live DB; pt4 spinning-legover; pt4+followup standalone dex)","settled","first_class_ready","high","high","clip-spin-toe","spinning","spinning(+1) + legover(2) --> 3 ADDs","pt4 + followup-2026-04: Merkon = standalone dex; pt5 flipped to legover base. Alt notation: TOE > (back) SPIN [BOD] > SAME OUT [DEX] > SAME TOE [DEL].","","FB.org 3-ADD confirms 'Merkon' (source_adds=3; jobs_notation_raw='CLIP > (back) SPIN [BOD] > OP OUT [DEX] > SAME TOE [DEL]'; component_flags='[bod] [dex] [del]'); ingested 2026-05-21.","CANONICAL","","legover","","True","True","True","True","True","False","canonical","footbagmoves"
"Mind Bender","mind-bender","1 Published Canonical","","footbagmoves","1","6","True","","","","high","","clip-duck-whirl","","","","","","CANONICAL","","osis","","True","True","True","True","True","False","canonical","footbagmoves"
"Mirage","mirage","1 Published Canonical","","fborg","1","2","True","mirage (live DB; family-anchor)","settled","first_class_ready","","high","","dex","dex(1) + stall(1) --> 2 ADDs","Canonical 2-ADD foundational atom with explicit Jobs notation in source. Family-anchor for the mirage cohort per DP-1 FAMILY_INVARIANTS.","","","CANONICAL","","mirage","","True","True","True","True","True","False","canonical","fborg"
"Mobius","mobius","1 Published Canonical","","footbagmoves","1","5","True","mobius (live DB; Red 2026-05-15 = Gyro Torque federation equivalence; multi-depth recursive showcase)","hedged","observational","high","high","clip-spin-clip","gyro","gyro(+1) + torque(4) --> 5 ADDs","Red 2026-05-15: Mobius approx Gyro Torque (federation equivalence). Multi-description equivalence showcase (gyro torque / spinning ss torque / spinning ss miraging op osis).","","FB.org 5-ADD confirms 'Mobius' (source_adds=5; jobs='CLIP > (BACK) SPIN [BOD] > SAME IN [DEX] > (BACK) SPIN [BOD] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21.","CANONICAL","","osis","","True","True","True","True","True","False","canonical","footbagmoves"
"Montage","montage","1 Published Canonical","","footbagmoves,passback","2","7","True","","","","high","","clip-spin-whirl","","","","","","CANONICAL","","whirl","","True","True","True","True","True","False","canonical","multi"
"Mullet","mullet","1 Published Canonical","","footbagmoves,passback","2","6","True","","","","high","","clip-duck-whirl","","","","","","CANONICAL","","whirl","","True","True","True","True","True","False","canonical","multi"
"Neck Delay","neck-delay","1 Published Canonical","","fborg","1","1","True","","settled","first_class_ready","","high","","unusual-surface","unusual surface(1) --> 1 ADD","Multiple neck-stall variants exist by entry side and head tilt; this is the baseline atom.","","","CANONICAL","","","","True","False","True","False","False","True","canonical","fborg"
"neck stall","neck-stall","1 Published Canonical","","ifpa-canonical","1","","True","","","","","","","","","Live canonical row; not present in the observational master corpus.","","","CANONICAL","","neck-stall","yes","True","True","True","True","True","False","canonical","ifpa-canonical"
"Nemesis","nemesis","1 Published Canonical","","footbagmoves","1","6","True","nemesis (live DB; SCALE-9 pilot; §3.2 stated-ADD-without-stated-structure trio)","settled","first_class_ready","high","high","clip-multi-dex-clip","dex","barraging(+2) + barfly(4) --> 6 ADDs","§3.2 policy-class row (stated ADD, structure = Barraging Barfly). Trio: nemesis + jani-walker + bullwhip.","","FB.org 6-ADD confirms 'Nemesis' (source_adds=6; jobs='CLIP > OP IN [DEX] > SAME IN [DEX] > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21.","CANONICAL","","barfly","","True","True","True","True","True","False","canonical","footbagmoves"
"Nova","nova","1 Published Canonical","","footbagmoves","1","4","True","","","","high","","toe-to-toe","","","","","","CANONICAL","","legover","","True","True","True","True","True","False","canonical","footbagmoves"
"Nuclear Mirage","nuclear-mirage","1 Published Canonical","","footbagmoves","1","4","True","","","","none","","no-notation","","","","","","CANONICAL","blurry-furious","","","True","False","True","False","False","True","canonical","footbagmoves"
"Omelette","omelette","1 Published Canonical","","footbagmoves","1","4","True","omelette (live DB; pt2+followup-2026-04 = Atomic Illusion = 3 ADD)","settled","first_class_ready","high","high","toe-xdex-toe","atomic","atomic(+1) + illusion(2) --> 3 ADDs","pt2+followup ruled Omelette = Atomic Illusion = 3 ADD. FB.org-3add aligns with IFPA canonical 3 ADD; FM lists at 4 ADD (federation_math_divergence).","","FM source has Omelette at 4 ADD; FB.org and IFPA canonical both at 3 ADD (atomic non-rotational + illusion). | FB.org 3-ADD confirms 'Omelette' (source_adds=3; jobs_notation_raw='TOE > OP OUT [DEX] > OP OUT [DEX] > OP TOE [DEL]'; component_flags='[dex] [dex] [del]'); ingested 2026-05-21.","CANONICAL","","pickup","","True","True","True","True","True","False","canonical","footbagmoves"
"orbit","orbit","1 Published Canonical","","ifpa-canonical","1","","True","","","","","","","","","Live canonical row; not present in the observational master corpus.","","","CANONICAL","","orbit","","True","True","True","True","True","False","canonical","ifpa-canonical"
"Osis","osis","1 Published Canonical","","fborg,footbagmoves","2","3","True","osis (live DB; FIRST_CLASS_TIER_1; family-anchor)","settled","first_class_ready","none","high","no-notation","spin","spin(1) + xbody(1) + stall(1) --> 3 ADDs","Foundational rotational atom; spin-flag (atomic) + xbody + stall = 3 ADD. Family-anchor.","","","CANONICAL","","osis","","True","True","True","True","True","False","canonical","multi"
"Outside Delay","outside-delay","1 Published Canonical","","fborg","1","1","True","","settled","first_class_ready","","high","","stall","stall(1) --> 1 ADD","Foundational stall surface. Asterisk indicates video demonstration available.","","","CANONICAL","","","","True","False","True","False","False","True","canonical","fborg"
