"trick_slug","symbolic_group_id","membership_reason","confidence","source"
"diving_whirl","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"diving_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"diving_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"dorshanatrix","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"dorshanatrix","mirage-topology","base_trick=mirage","high","topology heuristic"
"dorshanatrix","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"dorshanatrix","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"double_around_the_world","productive-multiplicity-stabilized","pt8 §10 community-stabilized doubling","high","execution-pattern rule"
"double_blender","blender-rotational-topology","base_trick=blender","high","topology heuristic"
"double_illusion","hippy-out-dex","base_trick=illusion","high","base_trick mapping"
"double_illusion","illusion-topology","base_trick=illusion","high","topology heuristic"
"double_kick","stall-1add-topology","1-ADD primitive contact/stall","high","topology heuristic"
"double_knee","stall-1add-topology","1-ADD primitive contact/stall","high","topology heuristic"
"double_leg_over","productive-multiplicity-stabilized","pt8 §10 community-stabilized doubling","high","execution-pattern rule"
"double_pickup","pickup-topology","base_trick=pickup","high","topology heuristic"
"double_pickup","under-foot-scoop","base_trick=pickup","high","base_trick mapping"
"double_pixie","pixie-family","modifier_link=pixie","high","freestyle_trick_modifier_links"
"double_spin","productive-multiplicity-stabilized","pt8 §10 community-stabilized doubling","high","execution-pattern rule"
"double_spinning_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"double_spinning_butterfly","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"double_spinning_clipper","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"double_spinning_clipper","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"double_spinning_mirage","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"double_spinning_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"double_spinning_osis","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"double_spinning_whirl","spinning-family","modifier_link=spinning","high","freestyle_trick_modifier_links"
"double_swirl_dragon","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"double_swirl_dragon","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"double_switch_over","leggy-pass","base_trick=legover","high","base_trick mapping"
"double_switch_over","legover-topology","base_trick=legover","high","topology heuristic"
"double_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"double_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"drifter","directional-reverse-pair","drifter is anchor of direction-variant pair","high","execution-pattern rule"
"drifter_swirl","back-spin-dex","base_trick=swirl","high","base_trick mapping"
"drifter_swirl","swirl-rotational-topology","base_trick=swirl","high","topology heuristic"
"ducking_barfly","barfly-double-loop-topology","base_trick=barfly","high","topology heuristic"
"ducking_barfly","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_butterfly","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"ducking_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"ducking_butterfly","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_butterfly","uptime-dex-downtime-butterfly","ducking + butterfly archetype","high","execution-pattern rule"
"ducking_butterfly","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"ducking_butterfly_swirl","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"ducking_butterfly_swirl","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_clipper","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"ducking_clipper","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_double_leg_over","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_drifter","drifter-miraging-clipper-topology","base_trick=drifter","high","topology heuristic"
"ducking_drifter","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_eclipse","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"ducking_eclipse","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_guay","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_illusion","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_illusion","hippy-out-dex","base_trick=illusion","high","base_trick mapping"
"ducking_illusion","illusion-topology","base_trick=illusion","high","topology heuristic"
"ducking_legover","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_legover","leggy-pass","base_trick=legover","high","base_trick mapping"
"ducking_legover","legover-topology","base_trick=legover","high","topology heuristic"
"ducking_mirage","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"ducking_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"ducking_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"ducking_osis","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_osis","osis-rotational-topology","base_trick=osis","high","topology heuristic"
"ducking_osis","uptime-dex-downtime-osis","ducking + osis archetype","high","execution-pattern rule"
"ducking_paradox_blender","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_paradox_blender","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"ducking_paradox_drifter","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_paradox_drifter","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"ducking_paradox_flail","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_paradox_flail","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"ducking_paradox_illusion","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_paradox_illusion","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"ducking_paradox_mirage","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_paradox_mirage","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"ducking_paradox_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"ducking_paradox_symposium_illusion","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_paradox_symposium_illusion","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"ducking_paradox_symposium_illusion","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"ducking_paradox_symposium_illusion","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"ducking_paradox_symposium_mirage","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_paradox_symposium_mirage","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"ducking_paradox_symposium_mirage","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"ducking_paradox_symposium_mirage","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"ducking_paradox_symposium_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"ducking_paradox_symposium_whirl","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_paradox_symposium_whirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"ducking_paradox_symposium_whirl","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"ducking_paradox_symposium_whirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"ducking_paradox_torque","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_paradox_torque","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"ducking_pickup","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_pickup","pickup-topology","base_trick=pickup","high","topology heuristic"
"ducking_pickup","under-foot-scoop","base_trick=pickup","high","base_trick mapping"
"ducking_reverse_guay","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_symposium_mirage","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_symposium_mirage","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"ducking_symposium_mirage","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"ducking_symposium_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"ducking_symposium_reverse_whirl","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_toe_stall","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_toe_stall","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"ducking_whirl","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"ducking_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"ducking_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"eclipse","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
