"source","source_file","move_name","alternate_names","technical_name","source_adds","symbolic_notation_raw","start_contact","uptime_dex_1","uptime_dex_2","uptime_state_flags","midtime_body_actions","downtime_dexes","final_contact","surface_flags","positional_flags","component_flags","parsed_symbol_sequence","derived_adds","source_vs_derived_delta","derived_symbolic_family","derived_topology_family","unresolved_tokens","parse_confidence","review_status","notes"
"footbagmoves","footbagmoves-5-6adds.txt","Atom Bomb","","Flailing Symposium Mirage","6","Toe > (no plant while) Op Out (DEX)(BOD) >> (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL)","toe","op out [BOD]","","no plant while","","op in [XDEX,BOD]","toe","","","DEX|BOD|DEX|XDEX|BOD|DEL","toe › [no plant while] op out(DEX,BOD) ⟫ [no plant while] op in(DEX,XDEX,BOD) › op toe(DEL)","6","0","toe-xdex-toe","xdex-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Big Apple","","Gyro Symposium Torque","6","Clip >> (back) Spin (BOD) > (no plant while) Same In (DEX)(BOD) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","clip","","","","back-spin|back-spin","","clip","","XBD","BOD|DEX|BOD|BOD|XBD|DEL","clip ⟫ [back] spin(BOD) › [no plant while] same in(DEX,BOD) › [back] spin(BOD) › op clip(XBD,DEL)","6","0","clip-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Bill & Ted`s Bogus Journey","","Flailing ss Symposium Double Legover","6","Toe > (no plant while) Op Out (DEX)(BOD) >> (no plant while) Same In (DEX)(BOD) > Op Out (DEX) > Same Toe (DEL)","toe","op out [BOD]","same in [BOD]","no plant while","","op out","toe","","","DEX|BOD|DEX|BOD|DEX|DEL","toe › [no plant while] op out(DEX,BOD) ⟫ [no plant while] same in(DEX,BOD) › op out(DEX) › same toe(DEL)","6","0","toe-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Blurrage","","Blurry Barrage","6","Clip > Op In (DEX) >> Op In (DEX)(PDX) > Same In (DEX)(XDEX) > Op Toe (DEL)","clip","op in","op in [PDX]","","","same in [XDEX]","toe","","","DEX|DEX|PDX|DEX|XDEX|DEL","clip › op in(DEX) ⟫ op in(DEX,PDX) › same in(DEX,XDEX) › op toe(DEL)","6","0","clip-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Colossus","","Spyro Diving Symposium Whirl","6","Clip >> (back) Spin (BOD) > Dive (BOD) >> (no plant while) Same Front Whirl (DEX)(BOD) > Op Clip (XBD)(DEL)","clip","","","","back-spin|dive","same front whirl [BOD]","clip","","XBD","BOD|BOD|DEX|BOD|XBD|DEL","clip ⟫ [back] spin(BOD) › dive(BOD) ⟫ [no plant while] same front whirl(DEX,BOD) › op clip(XBD,DEL)","6","0","clip-spin-whirl","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Compound Fracture","","Railing ss Double Legover","6","Toe > (rooted) Same In (DEX)(BOD) > Op In (DEX) >> Same In (DEX) > Op Out (DEX) > Same Toe (DEL)","toe","same in [BOD]","op in","rooted","","same in|op out","toe","","","DEX|BOD|DEX|DEX|DEX|DEL","toe › [rooted] same in(DEX,BOD) › op in(DEX) ⟫ same in(DEX) › op out(DEX) › same toe(DEL)","6","0","toe-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Cristal","","Quantum Ducking Whirl","6","Toe > Op In (DEX) >> Duck (BOD) >> Op Front Whirl (DEX)(XDEX) > Op Clip (XBD)(DEL)","toe","op in","","","duck","op front whirl [XDEX]","clip","","XBD","DEX|BOD|DEX|XDEX|XBD|DEL","toe › op in(DEX) ⟫ duck(BOD) ⟫ op front whirl(DEX,XDEX) › op clip(XBD,DEL)","6","0","toe-duck-whirl","duck-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Croissant","","Pixie Symposium Whirling Swirl","6","Toe > Same In (DEX) >> (no plant while) Op Front Whirl (DEX)(BOD) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL)","toe","same in","op front whirl [BOD]","no plant while","","op back swirl","clip","","XBD","DEX|DEX|BOD|DEX|XBD|DEL","toe › same in(DEX) ⟫ [no plant while] op front whirl(DEX,BOD) › op back swirl(DEX) › same clip(XBD,DEL)","6","0","toe-front-whirl-clip","whirl-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Cyborg","","Stepping Ducking Far Butterfly Swirl","6","Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL)","clip","op in","","","duck","op out|op back swirl","clip","","XBD","DEX|BOD|DEX|DEX|XBD|DEL","clip › op in(DEX) ⟫ duck(BOD) ⟫ op out(DEX) › op back swirl(DEX) › same clip(XBD,DEL)","6","0","clip-duck-clip","duck-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Dorshatrix","","Railing Mirage","6","Toe > (rooted) Same In (DEX)(BOD) > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Toe (DEL)","toe","same in [BOD]","op out","rooted","","op in [XDEX]","toe","","","DEX|BOD|DEX|DEX|XDEX|DEL","toe › [rooted] same in(DEX,BOD) › op out(DEX) ⟫ op in(DEX,XDEX) › op toe(DEL)","6","0","toe-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Downward Spiral","","Phasing ss Dyno","6","Toe > Same Out (DEX) > Op Back Swirl (DEX) >> Op Back Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","toe","same out","op back swirl","","back-spin","","clip","","XBD","DEX|DEX|DEX|BOD|XBD|DEL","toe › same out(DEX) › op back swirl(DEX) ⟫ op back whirl(DEX) › [back] spin(BOD) › same clip(XBD,DEL)","6","0","toe-spin-whirl","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Dwirl","","Double Twirl","6","Clip >> Same Front Swirl (DEX) > Same Front Swirl (DEX)(XDEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","clip","same front swirl","same front swirl [XDEX]","","back-spin","","clip","","XBD","DEX|DEX|XDEX|BOD|XBD|DEL","clip ⟫ same front swirl(DEX) › same front swirl(DEX,XDEX) › [back] spin(BOD) › op clip(XBD,DEL)","6","0","clip-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Ego","Tamboura","Atomic Ducking Whirl","6","Toe > Op Out (DEX) >> Duck (BOD) >> Op Front Whirl (DEX)(XDEX) > Op Clip (XBD)(DEL)","toe","op out","","","duck","op front whirl [XDEX]","clip","","XBD","DEX|BOD|DEX|XDEX|XBD|DEL","toe › op out(DEX) ⟫ duck(BOD) ⟫ op front whirl(DEX,XDEX) › op clip(XBD,DEL)","6","0","toe-duck-whirl","duck-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Fairy Tale","","Fairy Spinning Double Over Down","6","Toe > Same Out (DEX) >> (back) Spin (BOD) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","toe","same out","","","back-spin","same out|same out","clip","","XBD","DEX|BOD|DEX|DEX|XBD|DEL","toe › same out(DEX) ⟫ [back] spin(BOD) ⟫ same out(DEX) › same out(DEX) › op clip(XBD,DEL)","6","0","toe-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Fender Bender","","Fairy Ducking Blender","6","Toe > Same Out (DEX) >> Duck (BOD) >> Op Front Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","toe","same out","","","duck|back-spin","","clip","","XBD","DEX|BOD|DEX|BOD|XBD|DEL","toe › same out(DEX) ⟫ duck(BOD) ⟫ op front whirl(DEX) › [back] spin(BOD) › same clip(XBD,DEL)","6","0","toe-duck-whirl","duck-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Fission","","Furious Illusion","6","Clip > Op In (DEX) > Same In (DEX) >> Op Out (DEX)(XDEX)(PDX) > Op Toe (DEL)","clip","op in","same in","","","op out [XDEX,PDX]","toe","","","DEX|DEX|DEX|XDEX|PDX|DEL","clip › op in(DEX) › same in(DEX) ⟫ op out(DEX,XDEX,PDX) › op toe(DEL)","6","0","clip-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Food Processor","","Blurry Blender","6","Clip > Op In (DEX) >> Op Front Whirl (DEX)(PDX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","clip","op in","op front whirl [PDX]","","back-spin","","clip","","XBD","DEX|DEX|PDX|BOD|XBD|DEL","clip › op in(DEX) ⟫ op front whirl(DEX,PDX) › [back] spin(BOD) › same clip(XBD,DEL)","6","0","clip-spin-whirl","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Forquelift","","Fairy Ducking Torque","6","Toe > Same Out (DEX) >> Duck (BOD) >> Op In (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","toe","same out","","","duck|back-spin","","clip","","XBD","DEX|BOD|DEX|BOD|XBD|DEL","toe › same out(DEX) ⟫ duck(BOD) ⟫ op in(DEX) › [back] spin(BOD) › op clip(XBD,DEL)","6","0","toe-duck-clip","duck-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Fury","","Furious Mirage","6","Clip > Op In (DEX) > Same In (DEX) >> Op In (DEX)(PDX)(XDEX) > Op Toe (DEL)","clip","op in","same in","","","op in [PDX,XDEX]","toe","","","DEX|DEX|DEX|PDX|XDEX|DEL","clip › op in(DEX) › same in(DEX) ⟫ op in(DEX,PDX,XDEX) › op toe(DEL)","6","0","clip-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Gary Coleman","","Atomic Symposium Whirl","6","Toe > Op Out (DEX) >> (no plant while) Op Front Whirl (DEX)(XDEX)(BOD) > Op Clip (XBD)(DEL)","toe","op out","","no plant while","","op front whirl [XDEX,BOD]","clip","","XBD","DEX|DEX|XDEX|BOD|XBD|DEL","toe › op out(DEX) ⟫ [no plant while] op front whirl(DEX,XDEX,BOD) › op clip(XBD,DEL)","6","0","toe-front-whirl-clip","whirl-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Golden Shower","","Blurry Ducking Eggbeater","6","Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX)(PDX) > Op Out (DEX) > Same Toe (DEL)","clip","op in","","","duck","op out [PDX]|op out","toe","","","DEX|BOD|DEX|PDX|DEX|DEL","clip › op in(DEX) ⟫ duck(BOD) ⟫ op out(DEX,PDX) › op out(DEX) › same toe(DEL)","6","0","clip-duck-toe","duck-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Heart","","Pixie Quantum Double Over Down Swirl","6","","","","","","","","","","","","","","","no-notation","no-notation","","none","source_has_no_notation",""
"footbagmoves","footbagmoves-5-6adds.txt","Ill Frenzy","","Frootie Illusion","6","Toe > (rooted) Same In (DEX)(BOD) > Op In (DEX) >> Op Out (DEX)(XDEX) > Op Toe (DEL)","toe","same in [BOD]","op in","rooted","","op out [XDEX]","toe","","","DEX|BOD|DEX|DEX|XDEX|DEL","toe › [rooted] same in(DEX,BOD) › op in(DEX) ⟫ op out(DEX,XDEX) › op toe(DEL)","6","0","toe-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Irish Cream","","Neutron Torque","6","Toe > Op Out (DEX) >> (back) Spin (BOD) >> Op In (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","toe","op out","","","back-spin|back-spin","","clip","","XBD","DEX|BOD|DEX|BOD|XBD|DEL","toe › op out(DEX) ⟫ [back] spin(BOD) ⟫ op in(DEX) › [back] spin(BOD) › op clip(XBD,DEL)","6","0","toe-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Johny Vodka","","Pyro Torque","6","Toe > Same In (DEX) >> (back) Spin (BOD) >> Op In (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL)","toe","same in","","","back-spin|back-spin","","clip","","XBD","DEX|BOD|DEX|BOD|XBD|DEL","toe › same in(DEX) ⟫ [back] spin(BOD) ⟫ op in(DEX) › [back] spin(BOD) › op clip(XBD,DEL)","6","0","toe-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Juno Reactor","","Sailing Whirl","6","Toe > Same In (DEX) > Op Out (DEX) >> Op Front Whirl (DEX)(XDEX) > Op Clip (XBD)(DEL)","toe","same in","op out","","","op front whirl [XDEX]","clip","","XBD","DEX|DEX|DEX|XDEX|XBD|DEL","toe › same in(DEX) › op out(DEX) ⟫ op front whirl(DEX,XDEX) › op clip(XBD,DEL)","6","0","toe-front-whirl-clip","whirl-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Kill Frenzy","","Frootie Mirage","6","Toe > (rooted) Same In (DEX)(BOD) > Op In (DEX) >> Op In (DEX)(XDEX) > Op Toe (DEL)","toe","same in [BOD]","op in","rooted","","op in [XDEX]","toe","","","DEX|BOD|DEX|DEX|XDEX|DEL","toe › [rooted] same in(DEX,BOD) › op in(DEX) ⟫ op in(DEX,XDEX) › op toe(DEL)","6","0","toe-multi-dex-toe","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Kiss Of The Scorpion","","Pixie Spinning Double Over Down","6","Toe > Same In (DEX) >> (back) Spin (BOD) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","toe","same in","","","back-spin","op out|same out","clip","","XBD","DEX|BOD|DEX|DEX|XBD|DEL","toe › same in(DEX) ⟫ [back] spin(BOD) ⟫ op out(DEX) › same out(DEX) › op clip(XBD,DEL)","6","0","toe-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Kiwi","","Tapping Double Over Down","6","Toe > Op Out (DEX) >> Same Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","toe","op out","same out [XDEX]","","","same out","clip","","XBD","DEX|DEX|XDEX|DEX|XBD|DEL","toe › op out(DEX) ⟫ same out(DEX,XDEX) › same out(DEX) › op clip(XBD,DEL)","6","0","toe-multi-dex-clip","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Leviathan","Christina Aguilera","Stepping Ducking Far Double Over Down","6","Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","clip","op in","","","duck","op out|same out","clip","","XBD","DEX|BOD|DEX|DEX|XBD|DEL","clip › op in(DEX) ⟫ duck(BOD) ⟫ op out(DEX) › same out(DEX) › op clip(XBD,DEL)","6","0","clip-duck-clip","duck-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Locomotion","","Stepping Far Motion","6","Clip > Op In (DEX) >> Op Out (DEX) > Same Out (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","clip","op in","op out","","back-spin","","clip","","XBD","DEX|DEX|DEX|BOD|XBD|DEL","clip › op in(DEX) ⟫ op out(DEX) › same out(DEX) › [back] spin(BOD) › same clip(XBD,DEL)","6","0","clip-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Maelstrom","","Spinning Ducking Paradox Whirl","6","Clip >> (back) Spin (BOD) > Duck (BOD) >> Op Front Whirl (DEX)(PDX) > Op Clip (XBD)(DEL)","clip","","","","back-spin|duck","op front whirl [PDX]","clip","","XBD","BOD|BOD|DEX|PDX|XBD|DEL","clip ⟫ [back] spin(BOD) › duck(BOD) ⟫ op front whirl(DEX,PDX) › op clip(XBD,DEL)","6","0","clip-spin-whirl","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Marius","","Spinning Paradox Torque","6","Clip >> (back) Spin (BOD) >> Op In (DEX)(PDX) > (front) Spin (BOD) > Op Clip (XBD)(DEL)","clip","","","","back-spin|front-spin","","clip","","XBD","BOD|DEX|PDX|BOD|XBD|DEL","clip ⟫ [back] spin(BOD) ⟫ op in(DEX,PDX) › [front] spin(BOD) › op clip(XBD,DEL)","6","0","clip-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Massacre","","Bubba Paradox Flail","6","Clip >> Op Out (DEX) >> (no plant while) Op Out (DEX)(XDEX)(BOD)(PDX) > Op Toe (DEL)","clip","op out","","no plant while","","op out [XDEX,BOD,PDX]","toe","","","DEX|DEX|XDEX|BOD|PDX|DEL","clip ⟫ op out(DEX) ⟫ [no plant while] op out(DEX,XDEX,BOD,PDX) › op toe(DEL)","6","0","clip-xdex-toe","xdex-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Mind Bender","","Ducking Paradox Blender","6","Clip >> Duck (BOD) >> Same Front Whirl (DEX)(PDX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","clip","","","","duck|back-spin","","clip","","XBD","BOD|DEX|PDX|BOD|XBD|DEL","clip ⟫ duck(BOD) ⟫ same front whirl(DEX,PDX) › [back] spin(BOD) › same clip(XBD,DEL)","6","0","clip-duck-whirl","duck-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Moby Dick","","Gyro Torquescrew","6","Clip >> (back) Spin (BOD) >> Same In (DEX) > Op Back Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL)","clip","","","","back-spin|back-spin","","clip","","XBD","BOD|DEX|DEX|BOD|XBD|DEL","clip ⟫ [back] spin(BOD) ⟫ same in(DEX) › op back whirl(DEX) › [back] spin(BOD) › same clip(XBD,DEL)","6","0","clip-spin-whirl","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Mofly","","Miraging Symposium Double Over Down","6","Clip >> Op In (DEX) > (no plant while) Op Out (DEX)(BOD) > Same Out (DEX) > Op Clip (XBD)(DEL)","clip","op in","op out [BOD]","no plant while","","same out","clip","","XBD","DEX|DEX|BOD|DEX|XBD|DEL","clip ⟫ op in(DEX) › [no plant while] op out(DEX,BOD) › same out(DEX) › op clip(XBD,DEL)","6","0","clip-multi-dex-clip","multi-dex-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Morpheus","","Spinning Ducking Paradox Drifter","6","Clip >> (back) Spin (BOD) > Duck (BOD) >> Op In (DEX)(PDX) > Same Clip (XBD)(DEL)","clip","","","","back-spin|duck","op in [PDX]","clip","","XBD","BOD|BOD|DEX|PDX|XBD|DEL","clip ⟫ [back] spin(BOD) › duck(BOD) ⟫ op in(DEX,PDX) › same clip(XBD,DEL)","6","0","clip-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Motion Sickness","","Spinning Motion","6","Clip >> (back) Spin (BOD) >> Op Out (DEX) > Same Out (DEX) >> (back) Spin (BOD) > Same Clip (XBD)(DEL)","clip","","","","back-spin|back-spin","","clip","","XBD","BOD|DEX|DEX|BOD|XBD|DEL","clip ⟫ [back] spin(BOD) ⟫ op out(DEX) › same out(DEX) ⟫ [back] spin(BOD) › same clip(XBD,DEL)","6","0","clip-spin-clip","spin-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Mullet","","Ducking Paradox Symposium Whirl","6","Clip >> Duck (BOD) >> (no plant while) Same Front Whirl (DEX)(PDX)(BOD) > Op Clip (XBD)(DEL)","clip","","","","duck","same front whirl [PDX,BOD]","clip","","XBD","BOD|DEX|PDX|BOD|XBD|DEL","clip ⟫ duck(BOD) ⟫ [no plant while] same front whirl(DEX,PDX,BOD) › op clip(XBD,DEL)","6","0","clip-duck-whirl","duck-family","","high","ok",""
"footbagmoves","footbagmoves-5-6adds.txt","Nemesis","","Barraging Barfly","6","Clip > Op In (DEX) > Same In (DEX) >> Op Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL)","clip","op in","same in","","","op out [XDEX]|same out","clip","","XBD","DEX|DEX|DEX|XDEX|DEX|XBD|DEL","clip › op in(DEX) › same in(DEX) ⟫ op out(DEX,XDEX) › same out(DEX) › op clip(XBD,DEL)","7","-1","clip-multi-dex-clip","multi-dex-family","","high","ok","add-delta:-1"
"footbagmoves","footbagmoves-5-6adds.txt","Omelette Du Fromage","","Railing Illusion","6","Toe > (rooted) Same In (DEX)(BOD) > Op In (DEX) >> Op Out (DEX)(XDEX) > Op Toe (DEL)","toe","same in [BOD]","op in","rooted","","op out [XDEX]","toe","","","DEX|BOD|DEX|DEX|XDEX|DEL","toe › [rooted] same in(DEX,BOD) › op in(DEX) ⟫ op out(DEX,XDEX) › op toe(DEL)","6","0","toe-multi-dex-toe","multi-dex-family","","high","ok",""
